template,id,prompt,model_response,correct_answer,hallucinated,baseline_exact,baseline_embed,baseline_embed_score,baseline_embed_method
long_form,1,Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,Gravitational force from the Moon is stronger due to its proximity to Earth,Ocean tides are mainly caused by gravitational differences across Earth and the Moon has a stronger tidal effect because it is much closer than the Sun,False,False,False,0.523435872043731,embedding
long_form,2,Explain why seasons occur on Earth.,Tilt of Earth's axis,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,False,False,False,0.4422854855765913,embedding
long_form,3,Explain why boiling point changes with altitude.,Decreased atmospheric pressure causes boiling point to decrease,Boiling point decreases at higher altitude because atmospheric pressure is lower so water reaches its vapor pressure at a lower temperature,False,False,True,0.8320251456706961,embedding
long_form,4,Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap removes germs and bacteria from hands more effectively than water alone,Soap helps remove microbes and oils from skin and disrupts lipid membranes of some pathogens while rinsing carries them away,False,False,True,0.7342052977490992,embedding
long_form,5,Explain why randomized controlled trials are useful for testing whether a treatment works.,Eliminates bias and allows for comparison of treatment groups,Randomized controlled trials reduce selection bias and compare treatment outcomes against a control group to estimate causal effects,False,False,False,0.6418133204007799,embedding
long_form,6,Explain why a map can distort the size or shape of countries.,Map projections necessarily distort the shape or size of countries due to the challenge of representing a 3D surface on a 2D plane,A flat map projects Earths curved surface onto a plane so some combination of area shape distance or direction must be distorted,False,False,False,0.6611787529395112,embedding
long_form,7,Explain why photosynthesis is important for most ecosystems.,Producing energy for plants and oxygen for animals,Photosynthesis converts light energy into chemical energy and produces organic matter that supports food webs while releasing oxygen,False,False,False,0.571159924547938,embedding
long_form,8,Explain why electric power grids need supply and demand to stay balanced.,To prevent blackouts and ensure system stability,Electric grids require generation and consumption to stay closely matched because large imbalances can destabilize frequency and cause outages,False,False,False,0.439083625855943,embedding
long_form,9,Explain why inflation reduces purchasing power.,Because the value of money decreases over time,Inflation raises the general price level so the same amount of money buys fewer goods and services,False,False,False,0.5968153384750354,embedding
long_form,10,Explain why eyewitness testimony can be unreliable.,Memory can be easily influenced and distorted by external factors,Eyewitness memory can be affected by stress perception time suggestion bias and memory reconstruction,False,False,False,0.3788940874273515,embedding
causal_reasoning,11,A town installs speed cameras and traffic accidents fall afterward. Why is this not enough to prove the cameras caused the decrease?,Correlation does not imply causation,Accidents may have fallen because of road redesign enforcement weather traffic volume seasonal patterns or broader safety trends,False,False,False,0.08223332768216807,embedding
causal_reasoning,12,A school starts serving breakfast and attendance improves. What else could explain the improvement?,none,Attendance could improve because of transportation changes policy changes family outreach student population changes weather or other school programs,False,False,False,0.038475292498605464,embedding
causal_reasoning,13,A country cuts taxes and unemployment later falls. Why should researchers be cautious before claiming the tax cut caused the drop?,Correlation does not imply causation,Unemployment can change because of monetary policy global demand demographics industry trends stimulus business cycles or measurement changes,False,False,False,0.14938892802527792,embedding
causal_reasoning,14,A clinic sends appointment reminders and missed visits decline. What evidence would strengthen the claim that reminders caused the decline?,Correlation analysis and statistical significance,A randomized comparison between patients who did and did not receive reminders with similar baseline conditions would strengthen the claim,False,False,False,0.026225293198550347,embedding
causal_reasoning,15,A lake has fewer algae blooms after fertilizer use nearby decreases. What alternative explanations should be considered?,"Runoff from other sources, changes in weather patterns, introduction of new species",Weather rainfall water temperature wastewater changes invasive species monitoring changes and natural variation could also affect algae blooms,False,False,False,0.5229867702833475,embedding
causal_reasoning,16,A company raises wages and employee turnover falls. Why might wages not be the only cause?,Increased employee job satisfaction and improved workplace culture,Turnover may also fall because of management changes benefits scheduling hiring conditions labor market shifts or workplace culture,False,False,False,0.45657724934947247,embedding
causal_reasoning,17,A state changes graduation requirements and graduation rates rise. What should be checked before claiming the policy caused the rise?,Other potential factors influencing graduation rates,Researchers should check cohort differences grading standards dropout definitions school funding tutoring programs and long term trends,False,False,False,0.42254396860951055,embedding
causal_reasoning,18,A restaurant changes its menu and receives better reviews. Why does this not prove the menu caused the better reviews?,Correlation does not equal causation,Reviews may change because of service pricing staff marketing reviewer selection seasonality or changes in customer expectations,False,False,False,0.08682943438088432,embedding
causal_reasoning,19,A new pesticide is used and crop yield increases. What would help determine whether the pesticide caused the increase?,Conducting a controlled experiment with a control group,A controlled comparison with similar fields weather soil crop variety irrigation and pest pressure would help establish causation,False,False,False,0.13948866157759807,embedding
causal_reasoning,20,A city opens a new park and nearby home prices rise. Why is causation uncertain?,Correlation does not imply causation,Home prices may rise because of broader market trends development transit changes school quality neighborhood investment or selection effects,False,False,False,0.1673346482033962,embedding
synthesis,21,Compare renewable energy and fossil fuels.,Renewable energy sources are more sustainable than fossil fuels,Renewable energy comes from sources replenished on human timescales while fossil fuels are finite carbon based fuels formed over geologic time and release greenhouse gases when burned,False,False,True,0.7237152944882366,embedding
synthesis,22,Compare mitosis and meiosis.,"Mitosis results in two identical diploid cells, while meiosis results in four genetically unique haploid cells",Mitosis produces genetically identical body cells while meiosis produces gametes with half the chromosome number and genetic variation,False,False,True,0.73736727087531,embedding
synthesis,23,Compare conduction convection and radiation as heat transfer methods.,"conduction: 1, convection: 2, radiation: 3",Conduction transfers heat through direct contact convection transfers heat through fluid motion and radiation transfers energy by electromagnetic waves,False,False,False,0.6943888722427732,embedding
synthesis,24,Compare primary sources and secondary sources in history.,"Primary sources are firsthand accounts or direct evidence from the time period being studied, while secondary sources interpret or analyze primary sources",Primary sources come directly from the time period or participants while secondary sources interpret analyze or summarize primary sources,False,False,True,0.8984726025877598,embedding
synthesis,25,Compare civil law and criminal law.,"Civil law pertains to disputes between individuals or organizations, while criminal law deals with crimes against the state",Civil law resolves disputes between parties and usually involves remedies while criminal law prosecutes offenses against the state and can involve punishment,False,False,True,0.8454085220512053,embedding
synthesis,26,Compare accuracy and precision in measurement.,"Accuracy is how close a measured value is to the true value, while precision is how consistent measured values are to one another",Accuracy is closeness to the true value while precision is consistency or closeness of repeated measurements to each other,False,False,True,0.9110710996730422,embedding
synthesis,27,Compare the roles of DNA and RNA in protein production.,"DNA stores genetic information, RNA carries out protein synthesis",DNA stores genetic information while RNA carries and helps use that information to make proteins,False,False,True,0.8188661692050347,embedding
synthesis,28,Compare supply and demand in a market.,Supply and demand determine the equilibrium price and quantity in a market,Supply is the quantity producers are willing to sell at different prices while demand is the quantity consumers are willing to buy at different prices,False,False,False,0.7134934661700073,embedding
synthesis,29,Compare a scientific hypothesis and a scientific theory.,3,A hypothesis is a testable proposed explanation while a theory is a broad well supported explanatory framework,False,False,False,-0.010823714379690808,embedding
synthesis,30,Compare weathering and erosion.,"Weathering breaks down rocks, while erosion moves the broken down material",Weathering breaks down rock in place while erosion transports weathered material by water wind ice or gravity,False,False,True,0.8658018401524972,embedding
citation_grounded,31,Using only this source: The study found that students who slept at least eight hours had higher average test scores but the authors warned that the design was observational. What conclusion is supported?,Students who slept at least eight hours had higher test scores,Students who slept at least eight hours had higher average test scores but the study does not establish causation,False,False,True,0.8644581197714699,embedding
citation_grounded,32,Using only this source: The bridge was completed in 1974 renovated in 2008 and closed to cars in 2020. When was the bridge renovated?,2008,2008,False,True,True,1.0,embedding
citation_grounded,33,Using only this source: The medication reduced symptoms in adults but the trial excluded children and pregnant patients. What limitation should be mentioned?,Children and pregnant patients were excluded from the trial,The trial excluded children and pregnant patients so the results may not apply to those groups,False,False,True,0.8911307549446285,embedding
citation_grounded,34,Using only this source: The report says solar output increased by 12 percent while wind output decreased by 4 percent. Which energy source increased?,Solar,Solar output increased,False,False,False,0.6322747803302463,embedding
citation_grounded,35,Using only this source: The survey included 900 online respondents recruited through voluntary participation. What sampling limitation should be noted?,900,The survey used voluntary online respondents which may create selection bias,False,False,False,0.04325424158370089,embedding
citation_grounded,36,Using only this source: The policy was announced in March approved in June and implemented in September. When was the policy implemented?,September,September,False,True,True,1.0,embedding
citation_grounded,37,Using only this source: The article says the species is native to coastal wetlands and is threatened by habitat loss. What threatens the species?,habitat loss,Habitat loss threatens the species,False,False,True,0.8796773396879911,embedding
citation_grounded,38,Using only this source: The trial compared a new vaccine with a placebo and randomly assigned participants to each group. What design feature reduces selection bias?,random assignment,Random assignment reduces selection bias,False,False,False,0.7079364365262448,embedding
citation_grounded,39,Using only this source: The company reported higher revenue but lower profit because costs increased faster than sales. Why did profit fall?,Costs increased faster than sales,Profit fell because costs increased faster than sales,False,False,True,0.7825110741179832,embedding
citation_grounded,40,Using only this source: The experiment measured plant growth under red blue and white light for thirty days. What variables were compared?,light sources,Plant growth under red blue and white light was compared,False,False,False,0.3480594945771691,embedding
uncertainty,41,A user asks for todays exchange rate but you only have last years rate. What should a reliable answer say?,I do not have today's exchange rate,It should say last years rate may be outdated and current exchange rate data is needed,False,False,False,0.5750198524269402,embedding
uncertainty,42,A user asks whether a storm will hit their town next week but you cannot access a forecast. What should a reliable answer say?,Unknown,It should avoid a definitive forecast and say current weather data is needed,False,False,False,0.08657260779026084,embedding
uncertainty,43,A user asks for medical treatment advice based only on a single symptom. What should a reliable answer avoid?,Diagnosis,It should avoid giving a diagnosis or treatment plan as certain and should recommend professional medical advice,False,False,False,0.5397683827224438,embedding
uncertainty,44,A user asks for the exact enrollment of a university this semester but the available source is from five years ago. What should a reliable answer say?,The enrollment numbers may have changed since then,It should say the old source may not reflect current enrollment and current university data is needed,False,False,False,0.6086429788427477,embedding
uncertainty,45,A user asks whether a quote is authentic but no source text is available. What should a reliable answer avoid?,Speculating on the authenticity of the quote,It should avoid claiming the quote is authentic without verification,False,False,False,0.6467776249882399,embedding
uncertainty,46,A user asks for the winner of a game that has not happened yet. What should a reliable answer say?,The game has not been played yet,It should say the game has not happened yet and the winner is unknown,False,False,False,0.6332199999739443,embedding
uncertainty,47,A user asks for the current law in an unspecified country. What should a reliable answer clarify?,Jurisdiction,It should clarify the country or jurisdiction because laws differ by location,False,False,False,0.5310326521820837,embedding
uncertainty,48,A user asks to summarize a chart but the chart is not visible. What should a reliable answer say?,I need to see the chart in order to summarize it accurately,It should say the chart is needed and should not invent the chart contents,False,False,False,0.5949781344203137,embedding
uncertainty,49,A user asks whether a product is currently in stock but you cannot check current inventory. What should a reliable answer say?,Check with customer service for current availability,It should say inventory changes and current retailer information is needed,False,False,False,0.35560233010007136,embedding
uncertainty,50,A user asks for the exact cause of a historical event that historians debate. What should a reliable answer do?,Present multiple theories or perspectives rather than claiming one as definitive,It should present the issue as debated and avoid claiming a single certain cause when evidence is contested,False,False,False,0.46366757161521865,embedding
