template,id,prompt,model_response,correct_answer,hallucinated,baseline_exact,baseline_embed,baseline_embed_score,baseline_embed_method
long_form,1,Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,"Tides result from gravitational forces; the Moon's proximity to Earth causes a stronger tidal effect than the distant, more massive Sun",Ocean tides are mainly caused by gravitational differences across Earth and the Moon has a stronger tidal effect because it is much closer than the Sun,False,False,True,0.7909418533418621,embedding
long_form,2,Explain why seasons occur on Earth.,Seasons occur due to the axial tilt of Earth as it orbits the Sun,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,False,False,True,0.862407567177644,embedding
long_form,3,Explain why boiling point changes with altitude.,Boiling point decreases with altitude due to lower atmospheric pressure,Boiling point decreases at higher altitude because atmospheric pressure is lower so water reaches its vapor pressure at a lower temperature,False,False,True,0.9289042753043429,embedding
long_form,4,Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap removes and kills germs,Soap helps remove microbes and oils from skin and disrupts lipid membranes of some pathogens while rinsing carries them away,False,False,False,0.7103605303000079,embedding
long_form,5,Explain why randomized controlled trials are useful for testing whether a treatment works.,They eliminate bias by randomly assigning participants to treatment or control groups,Randomized controlled trials reduce selection bias and compare treatment outcomes against a control group to estimate causal effects,False,False,False,0.6148234820822713,embedding
long_form,6,Explain why a map can distort the size or shape of countries.,Maps distort size or shape due to projecting a 3D surface onto a 2D plane,A flat map projects Earths curved surface onto a plane so some combination of area shape distance or direction must be distorted,False,False,False,0.6461835334531729,embedding
long_form,7,Explain why photosynthesis is important for most ecosystems.,"Photosynthesis converts sunlight into chemical energy, providing food and oxygen",Photosynthesis converts light energy into chemical energy and produces organic matter that supports food webs while releasing oxygen,False,False,True,0.8700716357703099,embedding
long_form,8,Explain why electric power grids need supply and demand to stay balanced.,Imbalance can cause blackouts or equipment damage,Electric grids require generation and consumption to stay closely matched because large imbalances can destabilize frequency and cause outages,False,False,False,0.4580618842638822,embedding
long_form,9,Explain why inflation reduces purchasing power.,"Inflation increases prices, decreasing money's value",Inflation raises the general price level so the same amount of money buys fewer goods and services,False,False,True,0.742278035936713,embedding
long_form,10,Explain why eyewitness testimony can be unreliable.,"Eyewitness testimony can be unreliable due to memory distortion, stress, and suggestion",Eyewitness memory can be affected by stress perception time suggestion bias and memory reconstruction,False,False,True,0.7984363405543543,embedding
causal_reasoning,11,A town installs speed cameras and traffic accidents fall afterward. Why is this not enough to prove the cameras caused the decrease?,Correlation does not imply causation,Accidents may have fallen because of road redesign enforcement weather traffic volume seasonal patterns or broader safety trends,False,False,False,0.08223332768216807,embedding
causal_reasoning,12,A school starts serving breakfast and attendance improves. What else could explain the improvement?,Improved teaching quality,Attendance could improve because of transportation changes policy changes family outreach student population changes weather or other school programs,False,False,False,0.26192650486671404,embedding
causal_reasoning,13,A country cuts taxes and unemployment later falls. Why should researchers be cautious before claiming the tax cut caused the drop?,Correlation does not imply causation,Unemployment can change because of monetary policy global demand demographics industry trends stimulus business cycles or measurement changes,False,False,False,0.14938892802527792,embedding
causal_reasoning,14,A clinic sends appointment reminders and missed visits decline. What evidence would strengthen the claim that reminders caused the decline?,A controlled study showing a decline in missed visits only among patients who received reminders,A randomized comparison between patients who did and did not receive reminders with similar baseline conditions would strengthen the claim,False,False,True,0.768957317594245,embedding
causal_reasoning,15,A lake has fewer algae blooms after fertilizer use nearby decreases. What alternative explanations should be considered?,"Natural variations, changes in water temperature, increased water flow, introduction of algae predators, or other pollution reduction",Weather rainfall water temperature wastewater changes invasive species monitoring changes and natural variation could also affect algae blooms,False,False,False,0.7110121066465477,embedding
causal_reasoning,16,A company raises wages and employee turnover falls. Why might wages not be the only cause?,Improved working conditions or job satisfaction,Turnover may also fall because of management changes benefits scheduling hiring conditions labor market shifts or workplace culture,False,False,False,0.3996247982835957,embedding
causal_reasoning,17,A state changes graduation requirements and graduation rates rise. What should be checked before claiming the policy caused the rise?,Other influencing factors,Researchers should check cohort differences grading standards dropout definitions school funding tutoring programs and long term trends,False,False,False,0.2043717836470581,embedding
causal_reasoning,18,A restaurant changes its menu and receives better reviews. Why does this not prove the menu caused the better reviews?,Correlation does not imply causation,Reviews may change because of service pricing staff marketing reviewer selection seasonality or changes in customer expectations,False,False,False,0.06390384132636392,embedding
causal_reasoning,19,A new pesticide is used and crop yield increases. What would help determine whether the pesticide caused the increase?,A controlled experiment with a comparison group,A controlled comparison with similar fields weather soil crop variety irrigation and pest pressure would help establish causation,False,False,False,0.24670731605062138,embedding
causal_reasoning,20,A city opens a new park and nearby home prices rise. Why is causation uncertain?,Correlation does not imply causation,Home prices may rise because of broader market trends development transit changes school quality neighborhood investment or selection effects,False,False,False,0.1673346482033962,embedding
synthesis,21,Compare renewable energy and fossil fuels.,"Renewable energy is sustainable and eco-friendly, while fossil fuels are finite and polluting",Renewable energy comes from sources replenished on human timescales while fossil fuels are finite carbon based fuels formed over geologic time and release greenhouse gases when burned,False,False,True,0.7708002225843915,embedding
synthesis,22,Compare mitosis and meiosis.,"Mitosis results in 2 identical diploid cells, while meiosis produces 4 genetically diverse haploid cells",Mitosis produces genetically identical body cells while meiosis produces gametes with half the chromosome number and genetic variation,False,False,True,0.7586436680300767,embedding
synthesis,23,Compare conduction convection and radiation as heat transfer methods.,"Conduction transfers heat through direct contact, convection through fluid movement, and radiation through electromagnetic waves",Conduction transfers heat through direct contact convection transfers heat through fluid motion and radiation transfers energy by electromagnetic waves,False,False,True,0.982877918731942,embedding
