template,id,prompt,model_response,correct_answer,hallucinated,baseline_exact,baseline_embed,baseline_embed_score,baseline_embed_method
long_form,1,Explain why ocean tides happen and why the Moon has a stronger tidal effect on Earth than the Sun despite the Sun being more massive.,The Moon's closer proximity to Earth has a greater influence on ocean tides due to its gravitational pull,Ocean tides are mainly caused by gravitational differences across Earth and the Moon has a stronger tidal effect because it is much closer than the Sun,False,False,True,0.8446857013405091,embedding
long_form,2,Explain why seasons occur on Earth.,Tilt of Earth's axis,Seasons occur because Earths axis is tilted causing different hemispheres to receive different angles and durations of sunlight during the year,False,False,False,0.4422854855765913,embedding
long_form,3,Explain why boiling point changes with altitude.,Decreased atmospheric pressure causes boiling point to decrease,Boiling point decreases at higher altitude because atmospheric pressure is lower so water reaches its vapor pressure at a lower temperature,False,False,True,0.8320251456706961,embedding
long_form,4,Explain why washing hands with soap helps reduce the spread of infectious disease.,Soap helps break down and wash away the virus and bacteria from hands,Soap helps remove microbes and oils from skin and disrupts lipid membranes of some pathogens while rinsing carries them away,False,False,False,0.7093287590794477,embedding
long_form,5,Explain why randomized controlled trials are useful for testing whether a treatment works.,Randomized controlled trials help eliminate bias and confounding variables,Randomized controlled trials reduce selection bias and compare treatment outcomes against a control group to estimate causal effects,False,False,True,0.7703627437815228,embedding
long_form,6,Explain why a map can distort the size or shape of countries.,Projection errors on a flat surface,A flat map projects Earths curved surface onto a plane so some combination of area shape distance or direction must be distorted,False,False,False,0.5251552330225695,embedding
long_form,7,Explain why photosynthesis is important for most ecosystems.,Produces oxygen for animals to breathe,Photosynthesis converts light energy into chemical energy and produces organic matter that supports food webs while releasing oxygen,False,False,False,0.46617222004267195,embedding
long_form,8,Explain why electric power grids need supply and demand to stay balanced.,To ensure stable electricity flow and prevent overload or blackout,Electric grids require generation and consumption to stay closely matched because large imbalances can destabilize frequency and cause outages,False,False,False,0.571795484492992,embedding
long_form,9,Explain why inflation reduces purchasing power.,Because the increase in prices makes money less valuable,Inflation raises the general price level so the same amount of money buys fewer goods and services,False,False,False,0.7032040276616917,embedding
long_form,10,Explain why eyewitness testimony can be unreliable.,"Memory distortion, leading questions, and stress can all impact the accuracy of eyewitness testimony",Eyewitness memory can be affected by stress perception time suggestion bias and memory reconstruction,False,False,True,0.826032157612851,embedding
