template,id,prompt,model_response,correct_answer,hallucinated,baseline_exact,baseline_embed,baseline_embed_score,baseline_embed_method
long_form,1,Explain why Venus is hotter on average than Mercury even though Mercury is closer to the Sun.,Venus's thick atmosphere traps heat,Venus is hotter mainly because its dense carbon dioxide atmosphere creates an extreme greenhouse effect while Mercury has little atmosphere to retain heat,True,False,False,0.6690979619881863,embedding
long_form,2,Explain why antibiotics do not work against viral infections.,"Antibiotics target bacteria, not viruses",Antibiotics target bacterial structures or processes while viruses replicate inside host cells and are not killed by antibiotics,False,False,True,0.7835384470915168,embedding
long_form,3,Explain why the sky appears blue during the day but red or orange near sunset.,The sky appears blue during the day due to Rayleigh scattering and red or orange near sunset due to the longer path length of light through the Earth's atmosphere,Blue light is scattered more strongly by the atmosphere during the day while sunlight at sunset travels through more atmosphere leaving longer red and orange wavelengths more visible,False,False,True,0.8455811798754607,embedding
long_form,4,Explain why increasing sample size reduces random error but does not automatically remove bias.,"Increasing sample size reduces random error by providing more data points, but it does not automatically remove bias as bias is related to the systematic inaccuracy in the data collection process",Larger samples reduce sampling variability but systematic bias from measurement sampling or study design can remain,False,False,False,0.7090425407137877,embedding
long_form,5,Explain why peer review improves scientific reliability but does not guarantee correctness.,"Improves scientific reliability by enhancing quality control, but does not eliminate potential biases or errors",Peer review can catch errors and improve quality but reviewers can miss flaws and published papers may later be corrected challenged or retracted,False,False,False,0.5181015428243851,embedding
long_form,6,Explain why GDP is an incomplete measure of national well being.,"GDP does not account for income distribution, environmental degradation, or non-market activities",GDP measures economic output but does not directly measure inequality health environmental quality unpaid work leisure or overall welfare,False,False,False,0.6356426935609333,embedding
long_form,7,Explain why correlation alone does not prove causation.,Correlation does not prove causation because it does not account for other variables or factors that may be influencing the relationship between two variables,Correlation can occur because of confounding reverse causality coincidence or shared causes and does not by itself establish a direct causal relationship,False,False,True,0.732341296919033,embedding
long_form,8,Explain why exact match grading can incorrectly mark a correct answer wrong.,Synonyms or variations of correct answer not accounted for,Exact match grading can reject correct paraphrases because it checks surface wording rather than meaning,False,False,False,0.35572626540265706,embedding
long_form,9,Explain why a legal rule may differ between jurisdictions.,Different cultural norms and historical developments influence the creation of legal rules in different jurisdictions,Different jurisdictions have different statutes regulations court precedents and procedural rules,False,False,False,0.6821871875387765,embedding
long_form,10,Explain why climate is not disproved by one unusually cold day.,Weather fluctuations do not negate overall climate patterns,Climate refers to long term patterns while one cold day is a short term weather event,False,False,False,0.5789872900386426,embedding
causal_reasoning,11,A new tutoring program begins and student test scores rise. Why is this not enough to prove the tutoring caused the increase?,Correlation does not imply causation,Scores may have risen because of other factors such as easier tests different students extra study teacher changes or broader trends,False,False,False,0.13090497735713938,embedding
causal_reasoning,12,A city bans cars downtown and air pollution decreases. What else should be checked before claiming the ban caused the decrease?,8,Researchers should check weather industrial emissions seasonal trends public transit changes traffic displacement and comparison areas,False,False,False,-0.021136380954574117,embedding
causal_reasoning,13,A hospital introduces a new checklist and patient complications fall. Why might the checklist not be the only cause?,Other factors may have contributed to the decrease in patient complications,Other changes such as staffing training patient mix equipment reporting practices or hospital policy could also affect complications,False,False,False,0.5864758245744754,embedding
causal_reasoning,14,A company launches a new advertisement and sales increase. What evidence would make the causal claim stronger?,Control groups,A randomized test comparison market pre trend data seasonality controls and information about pricing distribution and competitor behavior would strengthen the claim,False,False,False,-0.0034687769714804046,embedding
causal_reasoning,15,A person drinks more coffee and later reports better grades. Why does this not prove coffee caused the improvement?,Correlation does not imply causation,Grades could be affected by study time sleep course difficulty motivation tutoring prior ability or other confounding factors,False,False,False,0.11933523256995625,embedding
causal_reasoning,16,A region plants more trees and summer temperatures fall. What alternative explanations should be considered?,Albedo effect,Weather variation land use changes measurement differences irrigation pollution changes and broader climate patterns should be considered,False,False,False,0.22966207153600013,embedding
causal_reasoning,17,A model update is followed by fewer wrong answers on a test set. Why might the update not be the only cause?,Data quality issues,The test mix sampling method scoring method abstention rate or prompt difficulty may have changed,False,False,False,0.1934290647789502,embedding
causal_reasoning,18,A search engine changes its ranking algorithm and user satisfaction rises. What would help establish causation?,Controlled experiments,A controlled experiment or A B test with comparable users stable measurement and checks for seasonality traffic source changes and external events,False,False,False,0.2097639471398334,embedding
causal_reasoning,19,A new law is followed by lower crime rates. Why should researchers be careful before claiming the law caused the drop?,Correlation does not imply causation,Crime rates can change because of enforcement demographics economic conditions reporting changes seasonal effects or long term trends,False,False,False,0.11927137371023368,embedding
causal_reasoning,20,A fitness app user loses weight after installing the app. Why is that weak evidence that the app caused the weight loss?,Correlation does not imply causation,The user may have changed diet exercise motivation sleep or other habits and there is no control group or counterfactual comparison,False,False,False,0.25118067851633713,embedding
synthesis,21,Compare weather and climate.,"Weather is the short-term atmospheric conditions in a specific location, while climate is the long-term average weather patterns in a region",Weather describes short term atmospheric conditions while climate describes long term patterns and averages,False,False,True,0.8942456773893068,embedding
