template,id,prompt,model_response,correct_answer,hallucinated,baseline_exact,baseline_embed,baseline_embed_score,baseline_embed_method
long_form,1,Explain why Venus is hotter on average than Mercury even though Mercury is closer to the Sun.,"Venus is hotter on average than Mercury because it has a thick atmosphere that traps heat, in a phenomenon called the greenhouse effect",Venus is hotter mainly because its dense carbon dioxide atmosphere creates an extreme greenhouse effect while Mercury has little atmosphere to retain heat,False,False,True,0.9456567198345031,embedding
long_form,2,Explain why antibiotics do not work against viral infections.,"Antibiotics target the growth and division processes of bacteria, which viruses do not have",Antibiotics target bacterial structures or processes while viruses replicate inside host cells and are not killed by antibiotics,False,False,True,0.7922136175063685,embedding
long_form,3,Explain why the sky appears blue during the day but red or orange near sunset.,"This phenomenon is due to Rayleigh scattering, where short-wavelength light (blue and violet) is scattered more than long-wavelength light (red, orange, and yellow) by the atmosphere. At sunset, light has to pass through more atmosphere, so most of the blue and violet light has been scattered out, leaving the red and orange light",Blue light is scattered more strongly by the atmosphere during the day while sunlight at sunset travels through more atmosphere leaving longer red and orange wavelengths more visible,False,False,True,0.8472507953217703,embedding
long_form,4,Explain why increasing sample size reduces random error but does not automatically remove bias.,"Increasing sample size reduces random error by averaging out individual, unpredictable discrepancies, but it doesn't automatically remove bias because bias is a systematic error not affected by sample size",Larger samples reduce sampling variability but systematic bias from measurement sampling or study design can remain,False,False,False,0.6917032643075054,embedding
long_form,5,Explain why peer review improves scientific reliability but does not guarantee correctness.,"Peer review improves scientific reliability by providing scrutiny and feedback from other experts in the field, however, it does not guarantee correctness as reviewers might miss errors or be influenced by bias",Peer review can catch errors and improve quality but reviewers can miss flaws and published papers may later be corrected challenged or retracted,False,False,True,0.7569486383430906,embedding
long_form,6,Explain why GDP is an incomplete measure of national well being.,"GDP doesn't account for income inequality, quality of life factors like health and education, or environmental impacts",GDP measures economic output but does not directly measure inequality health environmental quality unpaid work leisure or overall welfare,False,False,True,0.7996175158224762,embedding
long_form,7,Explain why correlation alone does not prove causation.,"Correlation only shows a relationship between two variables, not whether one variable causes the other to occur",Correlation can occur because of confounding reverse causality coincidence or shared causes and does not by itself establish a direct causal relationship,False,False,False,0.6193147036420561,embedding
long_form,8,Explain why exact match grading can incorrectly mark a correct answer wrong.,"Exact match grading can incorrectly mark a correct answer wrong because it does not account for synonyms, alternative phrasing, or slight variations in spelling",Exact match grading can reject correct paraphrases because it checks surface wording rather than meaning,False,False,False,0.6682383971106659,embedding
long_form,9,Explain why a legal rule may differ between jurisdictions.,"Different jurisdictions have unique laws, cultural practices, historical precedents, and societal needs",Different jurisdictions have different statutes regulations court precedents and procedural rules,False,False,False,0.6687507595449964,embedding
long_form,10,Explain why climate is not disproved by one unusually cold day.,"Climate refers to long-term weather patterns, not individual events",Climate refers to long term patterns while one cold day is a short term weather event,False,False,True,0.8388852585261722,embedding
causal_reasoning,11,A new tutoring program begins and student test scores rise. Why is this not enough to prove the tutoring caused the increase?,Correlation does not imply causation,Scores may have risen because of other factors such as easier tests different students extra study teacher changes or broader trends,False,False,False,0.13090497735713938,embedding
causal_reasoning,12,A city bans cars downtown and air pollution decreases. What else should be checked before claiming the ban caused the decrease?,Other possible factors influencing air pollution levels,Researchers should check weather industrial emissions seasonal trends public transit changes traffic displacement and comparison areas,False,False,False,0.36879226443605573,embedding
causal_reasoning,13,A hospital introduces a new checklist and patient complications fall. Why might the checklist not be the only cause?,"Other factors may have also improved, such as staff training or equipment upgrades",Other changes such as staffing training patient mix equipment reporting practices or hospital policy could also affect complications,False,False,False,0.5353041910259781,embedding
causal_reasoning,14,A company launches a new advertisement and sales increase. What evidence would make the causal claim stronger?,Sales data showing a consistent increase after the advertisement's release,A randomized test comparison market pre trend data seasonality controls and information about pricing distribution and competitor behavior would strengthen the claim,False,False,False,0.40830137078669154,embedding
causal_reasoning,15,A person drinks more coffee and later reports better grades. Why does this not prove coffee caused the improvement?,Correlation does not imply causation,Grades could be affected by study time sleep course difficulty motivation tutoring prior ability or other confounding factors,False,False,False,0.11933523256995625,embedding
causal_reasoning,16,A region plants more trees and summer temperatures fall. What alternative explanations should be considered?,"Changes in global weather patterns, increased cloud cover, or alterations in ocean currents",Weather variation land use changes measurement differences irrigation pollution changes and broader climate patterns should be considered,False,False,False,0.41220910417509227,embedding
causal_reasoning,17,A model update is followed by fewer wrong answers on a test set. Why might the update not be the only cause?,The test set might have easier examples or the model may have seen similar examples during training,The test mix sampling method scoring method abstention rate or prompt difficulty may have changed,False,False,False,0.4861255892775803,embedding
causal_reasoning,18,A search engine changes its ranking algorithm and user satisfaction rises. What would help establish causation?,Conducting a controlled experiment where the only change is the ranking algorithm,A controlled experiment or A B test with comparable users stable measurement and checks for seasonality traffic source changes and external events,False,False,False,0.2340897761668869,embedding
causal_reasoning,19,A new law is followed by lower crime rates. Why should researchers be careful before claiming the law caused the drop?,Correlation does not imply causation,Crime rates can change because of enforcement demographics economic conditions reporting changes seasonal effects or long term trends,False,False,False,0.11927137371023368,embedding
causal_reasoning,20,A fitness app user loses weight after installing the app. Why is that weak evidence that the app caused the weight loss?,Correlation does not imply causation,The user may have changed diet exercise motivation sleep or other habits and there is no control group or counterfactual comparison,False,False,False,0.25118067851633713,embedding
synthesis,21,Compare weather and climate.,Weather refers to short-term atmospheric conditions while climate refers to long-term weather patterns in a specific area,Weather describes short term atmospheric conditions while climate describes long term patterns and averages,False,False,True,0.895447826753139,embedding
synthesis,22,Compare bacteria and viruses in relation to antibiotic treatment.,"Bacteria are susceptible to antibiotics, whereas viruses are not",Bacteria are living cells with structures antibiotics can target while viruses replicate inside host cells and are not treated by antibiotics,False,False,True,0.780101845450986,embedding
synthesis,23,Compare renewable and nonrenewable energy sources.,Renewable energy sources are replenishable and have less environmental impact while nonrenewable sources are finite and often harmful to the environment,Renewable sources are replenished naturally on human timescales while nonrenewable sources are finite or form over geologic timescales,False,False,True,0.7571646272331733,embedding
synthesis,24,Compare judicial review and legislation.,"Judicial review is the process by which courts interpret the constitutionality of legislation, while legislation refers to the process of making or enacting laws",Judicial review evaluates whether government action complies with higher law while legislation creates or changes statutory law,False,False,True,0.765871473703403,embedding
synthesis,25,Compare inflation and unemployment as economic indicators.,"Inflation measures the rate at which the general level of prices for goods and services is rising, while unemployment indicates the percentage of the total labor force that is jobless and seeking employment",Inflation measures price increases while unemployment measures the share of people seeking work who do not have jobs,False,False,True,0.8095047933449546,embedding
synthesis,26,Compare precision and recall in a medical screening test.,"Precision is the proportion of true positive results out of all positive results, while recall is the proportion of true positive results out of all actual positives",Precision measures how many positive results are true positives while recall measures how many actual cases the test detects,True,False,True,0.8308428216662538,embedding
synthesis,27,Compare primary and secondary sources in historical research.,"Primary sources are original, firsthand accounts of events, while secondary sources analyze, interpret, or review primary sources",Primary sources come directly from the time or participants while secondary sources interpret analyze or summarize primary evidence,False,False,True,0.8840206717796104,embedding
synthesis,28,Compare a theory and a hypothesis in science.,"A theory is a well-substantiated explanation of some aspect of the natural world based on a body of facts, while a hypothesis is a proposed explanation made on the basis of limited evidence as a starting point for further investigation",A hypothesis is a testable proposed explanation while a theory is a well supported explanatory framework,False,False,True,0.8024552196525173,embedding
synthesis,29,Compare natural selection and genetic drift.,"Natural selection is the process where organisms better adapted to their environment tend to survive and produce more offspring, while genetic drift is the change in the frequency of a gene variant in a population due to random sampling",Natural selection changes traits through differential survival or reproduction while genetic drift changes allele frequencies by chance,False,False,True,0.7589288304020714,embedding
synthesis,30,Compare open loop and closed loop control systems.,"Open loop control systems function without feedback, while closed loop control systems use feedback to adjust and correct their outputs",Open loop systems act without feedback while closed loop systems use feedback to adjust behavior,False,False,True,0.878315155909674,embedding
citation_grounded,31,Using only this source: The trial improved symptoms but did not include a placebo control group. What limitation should be mentioned?,The trial did not include a placebo control group,The trial did not include a placebo control group,False,True,True,1.0000000000000002,embedding
citation_grounded,32,Using only this source: Emissions fell after the factory upgrade but production also decreased during the same period. Why is causation uncertain?,Both emissions reduction and production decrease happened simultaneously,Emissions may have fallen because production decreased rather than only because of the factory upgrade,False,False,True,0.7440853611518914,embedding
citation_grounded,33,Using only this source: The policy was proposed in 2019 and implemented in 2021. When was the policy implemented?,2021,2021,False,True,True,1.0000000000000002,embedding
citation_grounded,34,Using only this source: The dataset includes 450 audit rows but only 320 unique prompts. What should be reported?,450 audit rows and 320 unique prompts,The number of unique prompts should be reported along with row level counts,False,False,False,0.5924867076519593,embedding
citation_grounded,35,Using only this source: The annotators labeled independently and disagreements were resolved by a third reviewer. How were disagreements resolved?,Disagreements were resolved by a third reviewer,Disagreements were resolved by a third reviewer,False,True,True,1.0,embedding
citation_grounded,36,Using only this source: The medicine reduced fever in adults but was not tested in children. What should not be concluded?,The medicine reduces fever in children,It should not be concluded that the medicine was shown effective in children,True,False,False,0.622654010011061,embedding
citation_grounded,37,Using only this source: The survey found higher satisfaction among users who chose the new plan but users were not randomly assigned. What limitation should be noted?,The users were not randomly assigned,The users were not randomly assigned so selection bias may affect the result,False,False,False,0.6737656013523589,embedding
citation_grounded,38,Using only this source: The article says the bridge opened in 1998 and was renovated in 2020. When did the bridge open?,1998,1998,False,True,True,1.0,embedding
