template,id,prompt,model_response,correct_answer,hallucinated,baseline_exact,baseline_embed,baseline_embed_score,baseline_embed_method
long_form,1,Explain why Venus is hotter on average than Mercury even though Mercury is closer to the Sun.,"Venus is hotter on average than Mercury because it has a dense atmosphere, primarily composed of carbon dioxide, which causes a strong greenhouse effect",Venus is hotter mainly because its dense carbon dioxide atmosphere creates an extreme greenhouse effect while Mercury has little atmosphere to retain heat,False,False,True,0.9644127544210482,embedding
long_form,2,Explain why antibiotics do not work against viral infections.,Antibiotics target bacterial structures or functions that viruses do not have,Antibiotics target bacterial structures or processes while viruses replicate inside host cells and are not killed by antibiotics,False,False,True,0.8221035974318868,embedding
long_form,3,Explain why the sky appears blue during the day but red or orange near sunset.,"This occurs due to a phenomenon called Rayleigh scattering, where shorter-wavelength light (blue and violet) is scattered more than longer-wavelength light (red, orange, and yellow) by the atmosphere. During sunset, the sun is lower in the sky, causing light to pass through more atmosphere and scatter more short-wavelength light, letting the longer-wavelength light reach the observer",Blue light is scattered more strongly by the atmosphere during the day while sunlight at sunset travels through more atmosphere leaving longer red and orange wavelengths more visible,False,False,True,0.8631922772200225,embedding
long_form,4,Explain why increasing sample size reduces random error but does not automatically remove bias.,"Increasing sample size reduces random error by averaging out fluctuations, but bias is systematic error not affected by sample size",Larger samples reduce sampling variability but systematic bias from measurement sampling or study design can remain,False,False,False,0.6869407572022075,embedding
long_form,5,Explain why peer review improves scientific reliability but does not guarantee correctness.,"Peer review improves scientific reliability by allowing multiple experts to scrutinize and validate the methodology and findings, but it doesn't guarantee correctness as it is still subject to human error and bias",Peer review can catch errors and improve quality but reviewers can miss flaws and published papers may later be corrected challenged or retracted,False,False,False,0.7055301293466691,embedding
long_form,6,Explain why GDP is an incomplete measure of national well being.,"GDP does not account for income inequality, non-market activities, environmental degradation, or quality of life factors such as health and education",GDP measures economic output but does not directly measure inequality health environmental quality unpaid work leisure or overall welfare,False,False,True,0.8104340110824879,embedding
long_form,7,Explain why correlation alone does not prove causation.,"Correlation only indicates a relationship between two variables, not that one directly causes the other",Correlation can occur because of confounding reverse causality coincidence or shared causes and does not by itself establish a direct causal relationship,False,False,False,0.6683237814930787,embedding
long_form,8,Explain why exact match grading can incorrectly mark a correct answer wrong.,"Exact match grading can incorrectly mark a correct answer wrong due to variations in phrasing, spelling, or punctuation",Exact match grading can reject correct paraphrases because it checks surface wording rather than meaning,False,False,False,0.6653381038200992,embedding
long_form,9,Explain why a legal rule may differ between jurisdictions.,"Different jurisdictions have varying historical, cultural, and societal contexts that shape their legal rules",Different jurisdictions have different statutes regulations court precedents and procedural rules,False,False,True,0.7651562582000593,embedding
long_form,10,Explain why climate is not disproved by one unusually cold day.,"Climate is long-term weather patterns, not individual events",Climate refers to long term patterns while one cold day is a short term weather event,False,False,True,0.773083256377772,embedding
causal_reasoning,11,A new tutoring program begins and student test scores rise. Why is this not enough to prove the tutoring caused the increase?,Correlation does not imply causation,Scores may have risen because of other factors such as easier tests different students extra study teacher changes or broader trends,False,False,False,0.13090497735713938,embedding
causal_reasoning,12,A city bans cars downtown and air pollution decreases. What else should be checked before claiming the ban caused the decrease?,Other potential factors affecting air pollution,Researchers should check weather industrial emissions seasonal trends public transit changes traffic displacement and comparison areas,False,False,False,0.34714118360454316,embedding
causal_reasoning,13,A hospital introduces a new checklist and patient complications fall. Why might the checklist not be the only cause?,"Other factors may have simultaneously improved, such as staff training or equipment",Other changes such as staffing training patient mix equipment reporting practices or hospital policy could also affect complications,False,False,False,0.5639143148479627,embedding
causal_reasoning,14,A company launches a new advertisement and sales increase. What evidence would make the causal claim stronger?,Sales data showing a consistent increase following the advertisement launch,A randomized test comparison market pre trend data seasonality controls and information about pricing distribution and competitor behavior would strengthen the claim,False,False,False,0.39720162770946665,embedding
causal_reasoning,15,A person drinks more coffee and later reports better grades. Why does this not prove coffee caused the improvement?,Correlation does not imply causation,Grades could be affected by study time sleep course difficulty motivation tutoring prior ability or other confounding factors,False,False,False,0.11933523256995625,embedding
causal_reasoning,16,A region plants more trees and summer temperatures fall. What alternative explanations should be considered?,"Changes in global weather patterns, variations in solar radiation, atmospheric changes, and other environmental factors",Weather variation land use changes measurement differences irrigation pollution changes and broader climate patterns should be considered,False,False,False,0.5312975688700986,embedding
causal_reasoning,17,A model update is followed by fewer wrong answers on a test set. Why might the update not be the only cause?,The test set may have become easier,The test mix sampling method scoring method abstention rate or prompt difficulty may have changed,False,False,False,0.597513355639352,embedding
causal_reasoning,18,A search engine changes its ranking algorithm and user satisfaction rises. What would help establish causation?,Conducting an experiment where the only variable changed is the ranking algorithm,A controlled experiment or A B test with comparable users stable measurement and checks for seasonality traffic source changes and external events,False,False,False,0.23692970209979416,embedding
causal_reasoning,19,A new law is followed by lower crime rates. Why should researchers be careful before claiming the law caused the drop?,Correlation does not imply causation,Crime rates can change because of enforcement demographics economic conditions reporting changes seasonal effects or long term trends,False,False,False,0.11927137371023368,embedding
causal_reasoning,20,A fitness app user loses weight after installing the app. Why is that weak evidence that the app caused the weight loss?,Correlation does not imply causation,The user may have changed diet exercise motivation sleep or other habits and there is no control group or counterfactual comparison,False,False,False,0.25118067851633713,embedding
synthesis,21,Compare weather and climate.,Weather refers to short-term atmospheric conditions while climate refers to long-term weather patterns,Weather describes short term atmospheric conditions while climate describes long term patterns and averages,False,False,True,0.9076635838651952,embedding
synthesis,22,Compare bacteria and viruses in relation to antibiotic treatment.,"Bacteria can be treated with antibiotics, but viruses cannot",Bacteria are living cells with structures antibiotics can target while viruses replicate inside host cells and are not treated by antibiotics,False,False,True,0.7581910011811559,embedding
synthesis,23,Compare renewable and nonrenewable energy sources.,Renewable energy sources are replenishable and environmentally friendly whereas nonrenewable energy sources are finite and can be harmful to the environment,Renewable sources are replenished naturally on human timescales while nonrenewable sources are finite or form over geologic timescales,False,False,False,0.7084438570696167,embedding
synthesis,24,Compare judicial review and legislation.,"Judicial review is the power of courts to examine the actions of the legislative and executive branches and declare them unconstitutional, while legislation is the process of making or enacting laws by the legislative branch of government",Judicial review evaluates whether government action complies with higher law while legislation creates or changes statutory law,False,False,True,0.7705286200544604,embedding
